,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_ESTADOCIVIL,ESTU_GRADUO_BACHILLER,ESTU_FECHAGRADOBACHILLER,ESTU_MES_TERMINOBACHILLER,ESTU_ANO_TERMINOBACHILLER,ESTU_ANO_EXAMENESTADO_SB11,ESTU_SEMESTRE_EXAMENESTADOSB11,ESTU_PORCENTAJECREDITOSAPROB,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,ESTU_SEMESTRECURSA,ESTU_ULTIMOGRADOAPROBO,ESTU_ANOTERMINOULTIMOGRADO,ESTU_VECESPRESENTOEXAMEN,FAMI_HOGARACTUAL,FAMI_CABEZAFAMILIA,FAMI_NUMPERSONASACARGO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_OCUPACIONPADRE,FAMI_OCUPACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_NIVEL_SISBEN,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_PISOS_HOGAR,FAMI_TIENEINTERNET,FAMI_TIENE_SERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENE_MICROONDAS,FAMI_TIENE_HORNO,FAMI_TIENEAUTOMOVIL,FAMI_TIENE_DVD,FAMI_TIENE_NEVERA,FAMI_TIENE_CELULAR,FAMI_TELEFONO,FAMI_INGRESO_FMILIAR_MENSUAL,ESTU_TRABAJA_ACTUALMENTE,ESTU_HORASSEMANATRABAJA,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,GRUPOREFERENCIA,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_PRGM_DEPARTAMENTO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,INST_CARACTER_ACADEMICO,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_INGLES_DESEM,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,ESTU_ANO_EGRESO,ESTU_TOMO_CURSOPREPARACION,ESTU_CURSODOCENTESIES,ESTU_CURSOIESAPOYOEXTERNO,ESTU_CURSOIESEXTERNA,ESTU_SIMULACROTIPOICFES,ESTU_ACTIVIDADREFUERZOAREAS,ESTU_ACTIVIDADREFUERZOGENERIC,TOTAL,COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD,YEAR,ESTU_ETNIA,ESTU_LIMITA_MOTRIZ,ESTU_LIMITA_INVIDENTE,ESTU_LIMITA_SORDOCONINTERPRETE,ESTU_LIMITA_SORDOSININTERPRETE,ESTU_LIMITA_SORDOCEGUERA
76,M,07/07/1989,20121,EK201210063132,COLOMBIA,CALDAS,17.0,MANIZALES,17001.0,Soltero,,,,,2005.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,No,No,Si,No,12 o más,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Educación profesional completa,Trabajador por cuenta propia,Empleado de nivel técnico o profesional,Estrato 4,No está clasificada por el SISBEN,Dos,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE CALDAS-MANIZALES,MEDICINA,MEDICINA,17001,MANIZALES,CALDAS,UNIVERSITARIO,PRESENCIAL,17001,MANIZALES,UNIVERSIDAD,OFICIAL NACIONAL,12.8,13.5,13.9,12.8,B+,12.8,8.0,,,,,,,,,73.8,17,CALDAS,17001,MANIZALES,Municipio,"5,08343301","-75,50727881",2012,,,,,,
77,M,05/03/1991,20123,EK201230122690,COLOMBIA,SANTANDER,68.0,BUCARAMANGA,68001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Menos de 500 mil,No,No,Si,No,09,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Profesional independiente,Hogar,Estrato 3,Nivel 2,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Entre 2 y menos de 3 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INGENIERIA QUIMICA,INGENIERÍA,68001,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,13.7,12.1,12.5,14.4,B+,13.1,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.8,68,SANTANDER,68001,BUCARAMANGA,Municipio,"7,155833544","-73,11156997",2012,,,,,,
78,F,09/05/1989,20123,EK201230127040,COLOMBIA,SANTANDER,68.0,BUCARAMANGA,68001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Menos de 500 mil,,,Si,Si,12 o más,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Profesional independiente,Hogar,Estrato 3,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,No,No,Si,Si,No,Si,Si,Si,Entre 1 y menos de 2 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MEDICINA,MEDICINA,68001,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,16.8,11.8,13.3,12.3,B+,12.3,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.5,68,SANTANDER,68001,BUCARAMANGA,Municipio,"7,155833544","-73,11156997",2012,,,,,,
79,M,09/11/1988,20121,EK201210085293,COLOMBIA,SANTANDER,68.0,BUCARAMANGA,68001.0,Soltero,,,,,2004.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,,,Si,,09,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Postgrado,Postgrado,Empleado de nivel técnico o profesional,Trabajador por cuenta propia,Estrato 4,No está clasificada por el SISBEN,Una,Uno,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,No,No,No,No,No,No,No,Si,Menos de 1 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INGENIERIA QUIMICA,INGENIERÍA,68001,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,14.5,12.9,11.1,14.9,B+,12.5,7.0,,,,,,,,,72.9,68,SANTANDER,68001,BUCARAMANGA,Municipio,"7,155833544","-73,11156997",2012,,,,,,
80,M,10/12/1991,20123,EK201230122576,COLOMBIA,SANTANDER,68.0,BUCARAMANGA,68001.0,Soltero,,,,,2005.0,Segundo semestre,Más del 90%,Menos de 500 mil,,,Si,,09,,,,Es habitual o permanente,No,Ninguna,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,Pequeño empresario,Empleado de nivel auxiliar o administrativo,Estrato 2,Nivel 2,Seis,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 2 y menos de 3 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INGENIERIA DE SISTEMAS,INGENIERÍA,68001,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,13.3,11.8,12.5,15.0,B+,12.3,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.9,68,SANTANDER,68001,BUCARAMANGA,Municipio,"7,155833544","-73,11156997",2012,,,,,,
81,M,09/07/1990,20123,EK201230125865,COLOMBIA,SANTANDER,68.0,FLORIDABLANCA,68276.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 500 mil y menos de 1 millón,,,Si,,12 o más,,,,Es habitual o permanente,No,Ninguna,Técnica o tecnológica completa,Postgrado,Empleado de nivel técnico o profesional,Empleado de nivel técnico o profesional,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MEDICINA,MEDICINA,68001,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,12.9,13.3,12.5,15.0,B+,12.5,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.2,68,SANTANDER,68276,FLORIDABLANCA,Municipio,"7,079704598","-73,0679925",2012,,,,,,
82,M,15/09/1983,20124,EK201240174377,COLOMBIA,SANTANDER,68.0,FLORIDABLANCA,68276.0,Soltero,,,,,2000.0,Segundo semestre,,,,,,,,,,,,No,,Primaria completa,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Directivo,Estrato 4,No está clasificada por el SISBEN,Dos,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Entre 1 y menos de 2 SMLV,"Si, práctica obligatoria del programa de estudios",,SERVICIO NACIONAL DE APRENDIZAJE-SENA,MANTENIMIENTO MECATRONICO DE AUTOMOTORES,"TECNOLOGICO EN INGENIERÍA, INDUSTRIA Y MINAS",68307,GIRÓN,SANTANDER,TECNOLOGÍA,PRESENCIAL,11001,BOGOTÁ D.C.,INSTITUCIÓN TECNOLÓGICA,OFICIAL NACIONAL,12.0,12.9,13.3,15.0,B+,12.3,7.0,,,,,,,,,72.5,68,SANTANDER,68276,FLORIDABLANCA,Municipio,"7,079704598","-73,0679925",2012,,,,,,
83,M,04/04/1992,20123,EK201230020889,COLOMBIA,ATLANTICO,8.0,BARRANQUILLA,8001.0,Soltero,,,,,2007.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,Si,,,,10,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Técnica o tecnológica completa,Técnica o tecnológica completa,Pensionado,Empleado de nivel auxiliar o administrativo,Estrato 5,No está clasificada por el SISBEN,Diez,Cinco,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD DEL NORTE-BARRANQUILLA,INGENIERIA MECANICA,INGENIERÍA,8001,BARRANQUILLA,ATLANTICO,UNIVERSITARIO,PRESENCIAL,8001,BARRANQUILLA,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.7,11.9,12.5,15.0,B+,12.8,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.9,8,ATLÁNTICO,8001,BARRANQUILLA,Municipio,"10,98152051","-74,82771544",2012,,,,,,
84,M,06/02/1991,20121,EK201210016052,COLOMBIA,ATLANTICO,8.0,BARRANQUILLA,8001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Entre 3 millones y menos de 5 millones,Si,No,No,No,09,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Directivo,Pequeño empresario,Estrato 5,No está clasificada por el SISBEN,Cinco,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA,COMUNICACION SOCIAL-PERIODISMO,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD",8001,BARRANQUILLA,ATLANTICO,UNIVERSITARIO,PRESENCIAL,8001,BARRANQUILLA,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,12.9,12.1,14.4,B+,11.9,6.0,,,,,,,,,71.8,8,ATLÁNTICO,8001,BARRANQUILLA,Municipio,"10,98152051","-74,82771544",2012,,,,,,
85,F,08/12/1989,20121,EK201210019098,COLOMBIA,ATLANTICO,8.0,BARRANQUILLA,8001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 500 mil y menos de 1 millón,,,Si,,10,,,,Es habitual o permanente,No,Ninguna,Técnica o tecnológica completa,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Trabajador por cuenta propia,Estrato 4,No está clasificada por el SISBEN,Cinco,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA,INGENIERIA INDUSTRIAL,INGENIERÍA,8001,BARRANQUILLA,ATLANTICO,UNIVERSITARIO,PRESENCIAL,8001,BARRANQUILLA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,14.5,11.9,12.1,13.9,B+,12.3,7.0,,,,,,,,,71.7,8,ATLÁNTICO,8001,BARRANQUILLA,Municipio,"10,98152051","-74,82771544",2012,,,,,,
86,M,06/07/1990,20123,EK201230140167,COLOMBIA,VALLE,76.0,CALI,76001.0,Soltero,,,,,2006.0,Primer semestre,Más del 90%,Más de 5 millones,,,Si,,10,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Pensionado,Pensionado,Estrato 6,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,No,,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,INGENIERIA ELECTRONICA,INGENIERÍA,76001,CALI,VALLE,UNIVERSITARIO,PRESENCIAL,76001,CALI,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,13.2,12.8,12.4,15.0,B+,12.3,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.7,76,VALLE DEL CAUCA,76001,CALI,Municipio,"3,399043723","-76,57649259",2012,,,,,,
87,F,06/08/1990,20123,EK201230144534,COLOMBIA,VALLE,76.0,CALI,76001.0,Soltero,,,,,2008.0,Primer semestre,Más del 90%,Entre 500 mil y menos de 1 millón,No,No,Si,No,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Empleado de nivel técnico o profesional,Empleado de nivel técnico o profesional,Estrato 5,No está clasificada por el SISBEN,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Doce,UNIVERSIDAD DEL VALLE-CALI,BIOLOGIA,CIENCIAS NATURALES Y EXACTAS,76001,CALI,VALLE,UNIVERSITARIO,PRESENCIAL,76001,CALI,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,12.7,12.3,12.4,13.9,B+,13.1,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.39999999999999,76,VALLE DEL CAUCA,76001,CALI,Municipio,"3,399043723","-76,57649259",2012,,,,,,
88,M,02/07/1988,20123,EK201230144487,COLOMBIA,VALLE,76.0,CALI,76001.0,Soltero,,,,,2006.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,,,Si,,09,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Postgrado,Directivo,Pensionado,Estrato 5,No está clasificada por el SISBEN,Tres,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD ICESI-CALI,ECONOMIA Y NEGOCIOS INTERNACIONALES,ECONOMIA,76001,CALI,VALLE,UNIVERSITARIO,PRESENCIAL,76001,CALI,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,12.5,11.5,11.9,15.0,B+,13.0,8.0,,Si,Más de 30 horas,No tomó Curso,No tomó curso,Si,Si,Si,71.9,76,VALLE DEL CAUCA,76001,CALI,Municipio,"3,399043723","-76,57649259",2012,,,,,,
89,F,21/09/1978,20123,EK201230017656,COLOMBIA,ANTIOQUIA,5.0,LA CEJA,5376.0,Soltero,,,,,1995.0,Segundo semestre,Entre el 81% y el 90%,Entre 500 mil y menos de 1 millón,,,,Si,05,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Pequeño empresario,Hogar,Estrato 3,Esta clasificada en otro nivel del SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 2 y menos de 3 SMLV,"Si, para contribuir a pagar su matrícula y/o los gastos del hogar",Veinte,INSTITUCION UNIVERSITARIA ESCOLME-MEDELLIN,TECNOLOGÍA EN COMERCIO EXTERIOR,TECNOLOGICO EN ADMINISTRACIÓN Y TURISMO,5001,MEDELLÍN,ANTIOQUIA,TECNOLOGÍA,DISTANCIA VITUAL,5001,MEDELLÍN,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,12.2,12.5,13.3,15.0,B+,12.5,7.0,,,,,,,,,72.5,5,ANTIOQUIA,5376,LA CEJA,Municipio,"5,992524843","-75,43086935",2012,,,,,,
90,F,24/07/1989,20121,EK201210043253,COLOMBIA,CUNDINAMARCA,25.0,ZIPAQUIRÁ,25899.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 500 mil y menos de 1 millón,,,Si,,11,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Hogar,Estrato 2,Nivel 2,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,INGENIERIA CIVIL,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,14.5,14.5,12.8,11.5,B1,12.2,7.0,,,,,,,,,72.5,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,Municipio,"5,06631685","-74,04960323",2012,,,,,,
91,M,24/12/1988,20123,EK201230018304,COLOMBIA,ANTIOQUIA,5.0,ENVIGADO,5266.0,Soltero,,,,2007.0,2007.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,,,Si,,10,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Técnica o tecnológica completa,Empresario,Directivo,Estrato 5,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD EAFIT--MEDELLIN,INGENIERIA DE DISEÑO DE PRODUCTO,INGENIERÍA,5001,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.8,11.8,11.9,15.0,B+,12.9,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.4,5,ANTIOQUIA,5266,ENVIGADO,Municipio,"6,154394922","-75,54686779",2012,,,,,,
92,M,19/09/1990,20123,EK201230120077,COLOMBIA,RISARALDA,66.0,SANTA ROSA DE CABAL,66682.0,Soltero,,,,,2007.0,Segundo semestre,Entre el 81% y el 90%,Menos de 500 mil,Si,,,,10,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Hogar,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INGENIERIA ELECTRICA,INGENIERÍA,66001,PEREIRA,RISARALDA,UNIVERSITARIO,PRESENCIAL,66001,PEREIRA,UNIVERSIDAD,OFICIAL NACIONAL,13.4,13.1,11.6,15.0,B+,12.3,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.4,66,RISARALDA,66682,SANTA ROSA DE CABAL,Municipio,"4,833789828","-75,54950174",2012,,,,,,
93,M,22/05/1991,20123,EK201230095301,COLOMBIA,CUNDINAMARCA,25.0,CHÍA,25175.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Más de 5 millones,,,Si,,09,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Directivo,Directivo,Estrato 4,No está clasificada por el SISBEN,Cinco,Cuatro,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,10 o más SMLV,No,,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO-BOGOTÁ D.C.,FINANZAS Y COMERCIO INTERNACIONAL,ECONOMIA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,13.8,12.3,13.2,13.9,B+,12.1,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.3,25,CUNDINAMARCA,25175,CHÍA,Municipio,"4,857823671","-74,03809539",2012,,,,,,
94,F,03/09/1992,20121,EK201210041855,COLOMBIA,CUNDINAMARCA,25.0,SOACHA,25754.0,Soltero,,,,,2007.0,Segundo semestre,Entre el 81% y el 90%,Menos de 500 mil,No,No,Si,No,08,,,,Es habitual o permanente,No,Ninguna,Primaria completa,Técnica o tecnológica completa,Empleado obrero u operario,Director o Gerente General,Estrato 2,No está clasificada por el SISBEN,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Entre 2 y menos de 3 SMLV,"Si, para contribuir a pagar su matrícula y/o los gastos del hogar",Dieciocho,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,FILOLOGIA E IDIOMAS,HUMANIDADES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,12.4,12.9,12.8,14.4,B+,12.7,7.0,,,,,,,,,72.2,25,CUNDINAMARCA,25754,SOACHA,Municipio,"4,581866267","-74,24029696",2012,,,,,,
95,M,20/05/1993,20123,EK201230121503,COLOMBIA,RISARALDA,66.0,DOSQUEBRADAS,66170.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,No,No,Si,Si,04,,,,Es habitual o permanente,No,Ninguna,Primaria incompleta,Educación profesional completa,Pensionado,Empleado obrero u operario,Estrato 3,No está clasificada por el SISBEN,,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Entre 1 y menos de 2 SMLV,No,,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,TECNICO PROFESIONAL EN MECATRONICA,"TECNICO EN INGENIERÍA, INDUSTRIA Y MINAS",66001,PEREIRA,RISARALDA,TÉCNICO PROFESIONAL,PRESENCIAL,66001,PEREIRA,UNIVERSIDAD,OFICIAL NACIONAL,14.4,13.1,13.3,13.9,B+,11.5,6.0,,,,,,,,,72.19999999999999,66,RISARALDA,66170,DOSQUEBRADAS,Municipio,"4,842021144","-75,66993655",2012,,,,,,
96,M,04/12/1991,20123,EK201230120358,COLOMBIA,RISARALDA,66.0,PEREIRA,66001.0,Soltero,,,,,2008.0,Primer semestre,Más del 90%,Entre 3 millones y menos de 5 millones,,,Si,,10,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Pensionado,Hogar,Estrato 4,No está clasificada por el SISBEN,,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,No,,UNIVERSIDAD CATOLICA DE PEREIRA-PEREIRA,NEGOCIOS INTERNACIONALES,ADMINISTRACIÓN Y AFINES,66001,PEREIRA,RISARALDA,UNIVERSITARIO,PRESENCIAL,66001,PEREIRA,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,13.2,12.4,12.4,15.0,B+,11.9,7.0,,,,,,,,,71.9,66,RISARALDA,66001,PEREIRA,Municipio,"4,803662773","-75,79579093",2012,,,,,,
97,M,17/12/1988,20123,EK201230120024,COLOMBIA,RISARALDA,66.0,PEREIRA,66001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,Si,No,Si,No,12 o más,,,,Es habitual o permanente,No,Ninguna,Técnica o tecnológica completa,Educación profesional completa,Profesional independiente,Hogar,Estrato 6,No está clasificada por el SISBEN,Cinco,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Entre 7 y menos de 10 SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,MEDICINA,MEDICINA,66001,PEREIRA,RISARALDA,UNIVERSITARIO,PRESENCIAL,66001,PEREIRA,UNIVERSIDAD,OFICIAL NACIONAL,13.8,12.7,11.3,14.4,B+,12.6,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.8,66,RISARALDA,66001,PEREIRA,Municipio,"4,803662773","-75,79579093",2012,,,,,,
98,M,21/02/1987,20123,EK201230076949,COLOMBIA,BOLIVAR,13.0,CARTAGENA DE INDIAS,13001.0,Soltero,,,,,2003.0,Segundo semestre,Más del 90%,No pagó matrícula,,,,,10,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Postgrado,Educación profesional completa,Directivo,Directivo,Estrato 3,No está clasificada por el SISBEN,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Entre 5 y menos de 7 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,"ESCUELA NAVAL DE CADETES""ALMIRANTE PADILLA""-CARTAGENA",INGENIERIA NAVAL- ESPECIALIDAD MECANICA,INGENIERÍA,13001,CARTAGENA DE INDIAS,BOLIVAR,UNIVERSITARIO,PRESENCIAL,13001,CARTAGENA DE INDIAS,UNIVERSIDAD,OFICIAL NACIONAL,13.8,11.2,13.3,14.3,B+,12.2,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.8,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,Municipio,"10,46343362","-75,45889915",2012,,,,,,
